Gene	fit_value	Predicted_Proximal_APA	Loci	A_1_long_exp	A_1_short_exp	A_1_PDUI	A_2_long_exp	A_2_short_exp	A_2_PDUI	A_3_long_exp	A_3_short_exp	A_3_PDUI	B_1_long_exp	B_1_short_exp	B_1_PDUI	B_2_long_exp	B_2_short_exp	B_2_PDUI	B_3_long_exp	B_3_short_exp	B_3_PDUI	Group_A_Mean_PDUI	Group_B_Mean_PDUI	PDUI_Group_diff	P_val	adjusted.P_val	Pass_Filter
ENSMUST00000148360.1|ENSMUSG00000024163.17|chr17|-	7412.9	24927748	chr17:24927120-24927949	4.54	146.09	0.03	2.53	151.55	0.02	4.88	80.18	0.06	2.96	102.31	0.03	2.00	311.30	0.01	1.77	154.43	0.01	0.0366666666667	0.0166666666667	0.02	0.39385529734423264	1.0	N
ENSMUST00000069709.14|ENSMUSG00000055923.16|chr5|-	26.5	76876185	chr5:76875986-76876422	NA	NA	NA	NA	NA	NA	7.16	33.01	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000101625.4|ENSMUSG00000073233.4|chr12|+	7532.2	7860622	chr12:7859900-7860907	14.98	87.44	0.15	10.11	112.18	0.08	5.53	86.79	0.06	9.50	117.33	0.07	10.81	178.64	0.06	18.67	115.02	0.14	0.0966666666667	0.09	0.00666666666667	0.8214588197268229	1.0	N
ENSMUST00000028190.12|ENSMUSG00000026842.16|chr2|+	563.9	31800407	chr2:31800206-31804227	82.61	0.00	1.00	59.77	0.00	1.00	58.21	0.00	1.00	66.14	0.00	1.00	54.02	0.00	1.00	53.74	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000199141.1|ENSMUSG00000029253.12|chr5|-	575.1	86058045	chr5:86057116-86058246	4.79	55.58	0.08	6.66	43.70	0.13	7.52	43.23	0.15	3.71	39.70	0.09	5.11	33.90	0.13	5.89	26.05	0.18	0.12	0.133333333333	-0.0133333333333	1.0	1.0	N
ENSMUST00000238624.1|ENSMUSG00000031600.11|chr8|+	844.6	40541093	chr8:40540889-40542017	8.35	80.70	0.09	6.82	88.28	0.07	8.62	76.67	0.10	4.68	55.19	0.08	4.40	46.08	0.09	3.92	48.94	0.07	0.0866666666667	0.08	0.00666666666667	1.0	1.0	N
ENSMUST00000231013.1|ENSMUSG00000056486.18|chr2|-	797184.9	73612995	chr2:73612336-73613196	3436.00	0.00	1.00	2616.39	0.00	1.00	2111.99	0.00	1.00	2849.90	0.00	1.00	3165.08	0.00	1.00	3025.63	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000140302.7|ENSMUSG00000025909.16|chr1|-	29.0	8363432	chr1:8362678-8363633	26.30	6.90	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000111089.7|ENSMUSG00000022054.11|chr14|-	4219.5	68084451	chr14:68082590-68084970	22.45	532.19	0.04	19.39	464.30	0.04	20.39	544.38	0.04	18.82	448.65	0.04	21.62	477.36	0.04	21.36	539.47	0.04	0.04	0.04	0.0	1.0	1.0	N
ENSMUST00000234293.1|ENSMUSG00000039183.6|chr17|-	501.0	24883113	chr17:24882618-24883314	70.86	0.00	1.00	72.25	0.00	1.00	91.60	0.00	1.00	70.12	0.00	1.00	55.49	0.00	1.00	70.45	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000102520.8|ENSMUSG00000020745.15|chr11|-	51505.2	74677541	chr11:74673950-74677742	454.85	0.00	1.00	493.79	0.00	1.00	461.57	0.00	1.00	476.34	0.00	1.00	444.50	0.00	1.00	469.63	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000138559.8|ENSMUSG00000059890.16|chr9|-	169.6	44948016	chr9:44946055-44948217	1.98	172.17	0.01	2.72	153.63	0.02	2.57	113.30	0.02	2.36	129.90	0.02	3.48	149.73	0.02	3.87	121.38	0.03	0.0166666666667	0.0233333333333	-0.00666666666667	0.6729709387879144	1.0	N
ENSMUST00000197973.1|ENSMUSG00000105388.1|chr3|+	554955.6	145879221	chr3:145879020-145879340	988.14	0.00	1.00	1081.52	0.00	1.00	913.86	0.00	1.00	824.28	0.00	1.00	932.10	0.00	1.00	916.37	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000135724.1|ENSMUSG00000062908.12|chr3|-	1040.9	153941769	chr3:153941602-153941970	0.21	31.75	0.01	0.00	33.46	0.00	0.00	34.42	0.00	0.00	38.53	0.00	0.62	37.53	0.02	NA	NA	NA	0.00333333333333	0.01	-0.00666666666667	1.0	1.0	N
ENSMUST00000042281.13|ENSMUSG00000042569.13|chr11|+	286.9	60857919	chr11:60857718-60858423	57.51	0.00	1.00	53.50	0.00	1.00	51.75	0.00	1.00	49.99	0.00	1.00	44.33	0.00	1.00	58.75	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000047534.11|ENSMUSG00000037503.12|chr1|-	7098.3	34817203	chr1:34813309-34817404	153.88	0.00	1.00	136.47	0.00	1.00	171.93	0.00	1.00	103.28	0.00	1.00	111.18	0.00	1.00	141.29	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000107561.8|ENSMUSG00000020882.17|chr11|-	415.5	98005113	chr11:98004747-98005314	18.72	73.28	0.20	16.37	69.07	0.19	24.46	66.03	0.27	29.04	78.82	0.27	17.16	61.81	0.22	31.03	85.60	0.27	0.22	0.253333333333	-0.0333333333333	0.6086493548913563	1.0	N
ENSMUST00000142504.1|ENSMUSG00000050890.15|chr4|-	110.2	134284346	chr4:134283574-134284547	NA	NA	NA	7.32	26.53	0.22	6.12	28.47	0.18	8.25	30.91	0.21	4.71	30.37	0.13	4.68	29.76	0.14	0.2	0.16	0.04	0.7487151201906137	1.0	N
ENSMUST00000000228.4|ENSMUSG00000000223.13|chrX|+	75.5	134452779	chrX:134452576-134453400	62.94	0.00	1.00	47.34	0.00	1.00	42.26	0.00	1.00	41.87	0.00	1.00	38.33	0.00	1.00	37.77	1.51	0.96	1.0	0.986666666667	0.0133333333333	1.0	1.0	N
ENSMUST00000088940.5|ENSMUSG00000038141.11|chr17|+	158.0	6305570	chr17:6305369-6306340	58.49	0.00	1.00	56.41	0.00	1.00	58.53	0.00	1.00	45.45	0.00	1.00	42.71	0.00	1.00	42.58	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000100955.2|ENSMUSG00000034345.14|chr17|+	31209.1	6084673	chr17:6084472-6085132	392.98	0.00	1.00	357.44	0.00	1.00	386.73	0.00	1.00	349.54	0.00	1.00	374.32	0.00	1.00	383.12	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000032898.8|ENSMUSG00000030662.10|chr14|+	3072.3	120946920	chr14:120946719-120947999	455.33	0.00	1.00	573.14	0.00	1.00	474.01	0.00	1.00	498.11	0.00	1.00	454.54	0.00	1.00	406.11	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000139648.1|ENSMUSG00000031826.20|chr8|+	214.5	119957358	chr8:119957157-119957557	164.22	9.04	0.95	140.25	0.00	1.00	127.19	3.69	0.97	59.44	0.00	1.00	65.18	4.77	0.93	51.53	13.38	0.79	0.973333333333	0.906666666667	0.0666666666667	0.07015905001665956	0.860201261889	N
ENSMUST00000137224.7|ENSMUSG00000059689.15|chr6|+	806.3	117845270	chr6:117844983-117845519	50.14	11.14	0.82	59.23	10.11	0.85	63.89	8.95	0.88	77.27	0.85	0.99	63.99	12.10	0.84	65.63	0.00	1.00	0.85	0.943333333333	-0.0933333333333	0.09094734931265072	1.0	N
ENSMUST00000026922.14|ENSMUSG00000025813.14|chr7|-	508.6	81610240	chr7:81609730-81610441	77.37	0.00	1.00	108.72	0.00	1.00	92.92	0.00	1.00	63.68	0.00	1.00	98.29	0.00	1.00	62.64	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000189368.1|ENSMUSG00000032826.19|chr3|-	156.6	127498800	chr3:127498663-127499001	154.68	0.00	1.00	122.37	0.00	1.00	152.08	0.00	1.00	184.63	2.14	0.99	127.09	0.00	1.00	178.07	0.00	1.00	1.0	0.996666666667	0.00333333333333	1.0	1.0	N
ENSMUST00000133011.1|ENSMUSG00000028565.18|chr4|+	237.7	98041752	chr4:98041551-98042595	3.80	43.46	0.08	NA	NA	NA	1.61	54.80	0.03	2.25	29.97	0.07	NA	NA	NA	1.66	40.84	0.04	0.055	0.055	-6.93889390391e-18	1.0	1.0	N
ENSMUST00000064139.7|ENSMUSG00000028517.8|chr4|+	18924.5	105231098	chr4:105230897-105232764	373.43	0.00	1.00	336.98	0.00	1.00	364.61	0.00	1.00	363.39	0.00	1.00	460.27	0.00	1.00	446.34	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000038942.9|ENSMUSG00000042613.9|chr3|+	953.3	89448874	chr3:89448673-89450952	103.77	0.00	1.00	112.35	0.00	1.00	101.21	0.00	1.00	118.57	0.00	1.00	120.20	0.00	1.00	90.02	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000107948.7|ENSMUSG00000045411.16|chr7|+	2327.9	44250814	chr7:44250613-44252148	116.83	0.00	1.00	147.47	0.00	1.00	118.78	0.00	1.00	130.40	0.00	1.00	123.94	0.00	1.00	112.57	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000059155.10|ENSMUSG00000045294.11|chr5|+	15502.2	28076992	chr5:28076791-28078662	320.89	0.00	1.00	308.97	0.00	1.00	333.25	0.00	1.00	294.49	0.00	1.00	278.34	0.00	1.00	305.12	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000105994.3|ENSMUSG00000074088.6|chr4|+	484.9	130389891	chr4:130389544-130390026	86.59	61.60	0.58	112.45	41.25	0.73	120.15	38.71	0.76	106.14	43.20	0.71	79.04	56.98	0.58	101.62	46.65	0.69	0.69	0.66	0.03	0.6200389438674356	1.0	N
ENSMUST00000218022.1|ENSMUSG00000020608.7|chr12|+	485.5	11317971	chr12:11317770-11319779	78.39	0.00	1.00	86.60	0.00	1.00	88.38	0.00	1.00	91.87	0.00	1.00	70.15	0.00	1.00	81.17	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000173341.7|ENSMUSG00000060261.15|chr5|-	657.7	134238691	chr5:134237839-134238892	185.32	0.00	1.00	195.30	0.00	1.00	189.53	0.00	1.00	109.77	0.00	1.00	93.60	0.00	1.00	99.62	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000167353.2|ENSMUSG00000019467.15|chr10|-	2134.7	127182742	chr10:127182531-127182943	191.13	0.00	1.00	190.23	0.00	1.00	165.20	0.00	1.00	256.24	0.00	1.00	224.06	0.00	1.00	219.60	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000006774.10|ENSMUSG00000006599.13|chr7|+	1507.1	46823024	chr7:46822823-46823800	195.90	0.00	1.00	187.08	0.00	1.00	201.10	0.00	1.00	184.48	0.00	1.00	184.82	0.00	1.00	174.56	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000118765.7|ENSMUSG00000029462.18|chr5|+	6310.5	122363087	chr5:122362805-122363270	167.64	0.00	1.00	165.06	43.25	0.79	154.43	25.52	0.86	192.96	410.45	0.32	132.05	194.00	0.41	206.71	36.81	0.85	0.883333333333	0.526666666667	0.356666666667	2.6767594889854625e-24	1.05862406046e-21	N
ENSMUST00000170637.1|ENSMUSG00000021911.16|chr14|+	1908.6	32209046	chr14:32208692-32209184	101.02	0.00	1.00	144.27	0.00	1.00	110.49	0.00	1.00	124.64	0.00	1.00	104.74	0.00	1.00	160.65	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000110084.3|ENSMUSG00000037933.16|chr13|+	2997.6	49385172	chr13:49384971-49387025	192.22	0.00	1.00	163.84	0.00	1.00	230.80	0.00	1.00	236.05	0.00	1.00	270.20	0.00	1.00	136.38	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000168223.1|ENSMUSG00000038712.16|chr3|+	87.4	95295852	chr3:95295651-95296096	54.00	0.00	1.00	56.00	0.00	1.00	76.47	0.00	1.00	58.98	0.00	1.00	50.14	0.00	1.00	50.46	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000145885.1|ENSMUSG00000026825.17|chr2|-	1644.4	32309436	chr2:32308924-32309637	194.06	1.26	0.99	147.48	0.00	1.00	165.16	44.06	0.79	140.24	59.13	0.70	151.55	0.00	1.00	151.92	32.59	0.82	0.926666666667	0.84	0.0866666666667	0.016161733350349407	0.302522542713	N
ENSMUST00000124590.7|ENSMUSG00000011831.16|chr5|-	3465.0	107815507	chr5:107815161-107815708	6.41	71.30	0.08	5.92	84.86	0.07	2.79	85.11	0.03	4.80	93.69	0.05	5.93	74.02	0.07	1.34	76.47	0.02	0.06	0.0466666666667	0.0133333333333	1.0	1.0	N
ENSMUST00000109547.1|ENSMUSG00000032939.14|chr8|+	70.0	94314842	chr8:94314585-94315066	31.57	34.40	0.48	22.55	60.52	0.27	22.68	38.62	0.37	26.74	26.73	0.50	21.01	27.82	0.43	20.09	40.17	0.33	0.373333333333	0.42	-0.0466666666667	0.5780700096494161	1.0	N
ENSMUST00000140656.7|ENSMUSG00000030505.17|chr7|+	981.5	49782143	chr7:49781942-49782505	7.49	44.13	0.15	3.09	42.66	0.07	14.00	49.56	0.22	7.03	35.42	0.17	7.35	41.25	0.15	12.43	24.49	0.34	0.146666666667	0.22	-0.0733333333333	0.5918611453007778	1.0	N
ENSMUST00000135589.7|ENSMUSG00000024052.17|chr17|+	338.3	71231384	chr17:71231183-71231505	104.52	0.00	1.00	99.81	0.00	1.00	115.76	0.00	1.00	128.68	0.00	1.00	111.97	0.00	1.00	104.80	3.08	0.97	1.0	0.99	0.01	1.0	1.0	N
ENSMUST00000133052.1|ENSMUSG00000038633.5|chr1|-	12952.4	182279204	chr1:182279004-182279718	576.41	0.00	1.00	499.22	51.81	0.91	496.87	8.49	0.98	378.20	38.82	0.91	371.42	0.00	1.00	413.60	63.27	0.87	0.963333333333	0.926666666667	0.0366666666667	0.004364774643816611	0.121571716146	N
ENSMUST00000150453.1|ENSMUSG00000051359.15|chr15|-	37263.4	37397252	chr15:37397171-37397453	1595.76	952.34	0.63	1465.08	753.79	0.66	1700.53	912.45	0.65	1690.20	1000.30	0.63	1453.58	836.20	0.63	1443.48	806.93	0.64	0.646666666667	0.633333333333	0.0133333333333	0.4376062330504765	1.0	N
ENSMUST00000139546.1|ENSMUSG00000040250.14|chr6|-	204.7	146550573	chr6:146550094-146550774	10.69	34.89	0.23	14.48	23.06	0.39	14.75	26.97	0.35	10.88	20.88	0.34	14.92	16.39	0.48	11.57	31.60	0.27	0.323333333333	0.363333333333	-0.04	0.8082828048436232	1.0	N
ENSMUST00000112194.1|ENSMUSG00000079317.10|chrX|+	9247.5	166452338	chrX:166452137-166453140	253.78	0.00	1.00	233.41	0.00	1.00	283.79	0.00	1.00	233.45	0.00	1.00	244.04	0.00	1.00	309.53	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000107934.1|ENSMUSG00000038738.15|chr7|+	75.8	44357136	chr7:44356620-44357337	52.33	44.27	0.54	40.03	31.00	0.56	29.87	34.08	0.47	33.28	32.70	0.50	24.78	25.30	0.49	25.98	43.93	0.37	0.523333333333	0.453333333333	0.07	0.493107849282415	1.0	N
ENSMUST00000190838.1|ENSMUSG00000032253.13|chr9|-	276.1	82959409	chr9:82955805-82959610	2.76	53.80	0.05	3.21	61.58	0.05	2.90	62.46	0.04	4.94	64.28	0.07	3.66	51.78	0.07	4.23	57.75	0.07	0.0466666666667	0.07	-0.0233333333333	0.6795539576288219	1.0	N
ENSMUST00000127318.7|ENSMUSG00000018800.14|chr11|-	339.5	110310104	chr11:110309073-110310305	0.84	69.47	0.01	1.43	75.51	0.02	1.05	70.62	0.01	1.04	74.65	0.01	0.62	66.74	0.01	1.73	55.36	0.03	0.0133333333333	0.0166666666667	-0.00333333333333	1.0	1.0	N
ENSMUST00000225477.1|ENSMUSG00000024268.16|chr18|-	1240.9	25479510	chr18:25479115-25479711	171.53	0.00	1.00	243.48	64.19	0.79	167.88	0.00	1.00	238.50	0.00	1.00	177.74	20.60	0.90	222.91	0.00	1.00	0.93	0.966666666667	-0.0366666666667	0.002578861821946156	0.0807687959189	N
ENSMUST00000153983.7|ENSMUSG00000018858.15|chr11|+	6461.7	115410839	chr11:115410638-115412674	83.77	0.00	1.00	88.45	0.00	1.00	71.07	0.00	1.00	216.55	0.00	1.00	225.83	0.00	1.00	210.57	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000070850.7|ENSMUSG00000056612.7|chr19|+	1520.2	6977183	chr19:6976982-6977324	149.13	0.00	1.00	77.86	0.00	1.00	81.91	0.00	1.00	105.27	0.00	1.00	105.68	0.00	1.00	108.03	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000229355.1|ENSMUSG00000039473.8|chr16|+	170.3	5081619	chr16:5081418-5082818	1.67	84.94	0.02	1.94	60.78	0.03	2.05	70.01	0.03	1.64	56.65	0.03	3.46	70.39	0.05	2.46	63.34	0.04	0.0266666666667	0.04	-0.0133333333333	0.6036925719192789	1.0	N
ENSMUST00000151537.1|ENSMUSG00000007850.16|chr11|+	6545.1	50385978	chr11:50385777-50386225	624.89	98.02	0.86	620.83	42.27	0.94	603.06	35.85	0.94	699.01	50.77	0.93	593.19	0.00	1.00	678.27	0.00	1.00	0.913333333333	0.976666666667	-0.0633333333333	4.875687606707323e-07	4.04315084117e-05	N
ENSMUST00000058735.11|ENSMUSG00000005312.15|chr13|-	11005.9	58177827	chr13:58176156-58178028	304.44	0.00	1.00	238.45	0.00	1.00	200.14	0.00	1.00	293.60	0.00	1.00	275.38	0.00	1.00	227.55	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000165399.1|ENSMUSG00000030435.16|chr7|+	497.3	5079785	chr7:5079584-5079932	156.29	59.61	0.72	226.84	111.13	0.67	138.85	36.19	0.79	170.31	48.67	0.78	181.45	63.81	0.74	166.16	96.29	0.63	0.726666666667	0.716666666667	0.01	1.0	1.0	N
ENSMUST00000170476.7|ENSMUSG00000026854.16|chr2|+	494.5	31021525	chr2:31021324-31023582	70.89	0.00	1.00	57.25	0.00	1.00	65.25	0.00	1.00	60.25	0.00	1.00	43.79	0.00	1.00	56.15	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000226836.1|ENSMUSG00000022946.10|chr16|+	329.6	93769595	chr16:93769394-93771026	93.40	0.00	1.00	94.40	0.00	1.00	79.52	0.00	1.00	76.38	0.00	1.00	73.31	0.00	1.00	86.07	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000218290.1|ENSMUSG00000025348.9|chr10|+	136.4	128957822	chr10:128957621-128958274	79.17	0.00	1.00	75.97	0.00	1.00	75.81	0.00	1.00	76.83	0.00	1.00	74.32	0.00	1.00	78.95	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000202116.3|ENSMUSG00000053477.17|chr18|+	1421.1	69683278	chr18:69683077-69683390	291.25	127.41	0.70	219.73	76.84	0.74	213.53	89.71	0.70	225.85	90.22	0.71	198.65	41.87	0.83	216.54	116.55	0.65	0.713333333333	0.73	-0.0166666666667	0.8596237141552857	1.0	N
ENSMUST00000184165.1|ENSMUSG00000095463.8|chr14|+	549.6	69347687	chr14:69347486-69348897	3.89	43.49	0.08	1.88	56.27	0.03	2.37	45.61	0.05	1.23	46.72	0.03	2.24	42.92	0.05	2.10	31.25	0.06	0.0533333333333	0.0466666666667	0.00666666666667	1.0	1.0	N
ENSMUST00000023431.7|ENSMUSG00000022749.8|chr16|-	224.2	57169522	chr16:57168862-57170440	23.83	42.14	0.36	16.12	46.38	0.26	18.73	79.00	0.19	16.26	35.88	0.31	18.85	70.57	0.21	13.63	45.61	0.23	0.27	0.25	0.02	1.0	1.0	N
ENSMUST00000106015.8|ENSMUSG00000028782.14|chr4|+	5733.9	130022434	chr4:130022150-130022633	396.75	345.62	0.53	307.47	466.13	0.40	321.83	460.13	0.41	314.72	465.94	0.40	383.63	357.01	0.52	281.49	430.09	0.40	0.446666666667	0.44	0.00666666666667	0.7559304924044458	1.0	N
ENSMUST00000136339.1|ENSMUSG00000013997.10|chr1|-	786.1	171343966	chr1:171343832-171344167	2.96	29.26	0.09	6.24	25.87	0.19	6.79	32.95	0.17	3.50	36.08	0.09	NA	NA	NA	4.35	27.22	0.14	0.15	0.115	0.035	0.7090461939984809	1.0	N
ENSMUST00000162394.1|ENSMUSG00000005610.17|chr7|-	1124.0	111080618	chr7:111080419-111080964	11.17	40.44	0.22	9.26	43.94	0.17	11.11	38.51	0.22	8.49	33.64	0.20	11.10	32.26	0.26	8.05	34.45	0.19	0.203333333333	0.216666666667	-0.0133333333333	1.0	1.0	N
ENSMUST00000218823.1|ENSMUSG00000056073.16|chr10|-	89.3	49100008	chr10:49094833-49101272	5.49	93.87	0.06	5.46	92.53	0.06	4.98	53.23	0.09	5.05	65.93	0.07	5.45	109.35	0.05	5.67	80.99	0.07	0.07	0.0633333333333	0.00666666666667	1.0	1.0	N
ENSMUST00000125208.1|ENSMUSG00000027881.14|chr3|-	702.9	108904561	chr3:108904261-108904762	74.94	32.48	0.70	81.72	12.73	0.87	95.28	13.61	0.87	52.30	25.83	0.67	78.06	38.30	0.67	59.88	33.15	0.64	0.813333333333	0.66	0.153333333333	0.022223645286984908	0.38514326394	N
ENSMUST00000224347.2|ENSMUSG00000024589.18|chr18|+	848.9	65212985	chr18:65212784-65213189	147.08	0.00	1.00	136.00	0.00	1.00	60.71	27.55	0.69	67.50	15.01	0.82	68.61	0.00	1.00	80.03	19.10	0.81	0.896666666667	0.876666666667	0.02	0.22949542170374604	1.0	N
ENSMUST00000203671.1|ENSMUSG00000108204.1|chr6|-	48264.8	115770126	chr6:115769920-115770327	0.00	294.72	0.00	0.00	258.06	0.00	0.00	274.51	0.00	0.00	234.06	0.00	0.00	251.17	0.00	0.00	278.22	0.00	0.0	0.0	0.0	1.0	1.0	N
ENSMUST00000103101.10|ENSMUSG00000017721.15|chr2|+	583.6	164507476	chr2:164507275-164508301	112.64	0.00	1.00	87.44	0.00	1.00	79.52	0.00	1.00	89.18	0.00	1.00	67.50	0.00	1.00	83.32	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000148013.7|ENSMUSG00000069769.13|chr11|-	996.4	88366646	chr11:88365515-88366847	1.99	59.36	0.03	0.65	59.65	0.01	1.50	66.42	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000197206.4|ENSMUSG00000025656.17|chrX|-	93.2	95051941	chrX:95051555-95052154	52.59	24.68	0.68	56.29	20.18	0.74	42.18	21.45	0.66	77.42	45.86	0.63	76.48	6.53	0.92	64.69	31.00	0.68	0.693333333333	0.743333333333	-0.05	0.7323006578088261	1.0	N
ENSMUST00000227934.1|ENSMUSG00000006288.8|chr14|-	283.7	50777763	chr14:50776100-50777968	9.39	136.33	0.06	10.57	175.56	0.06	9.47	138.53	0.06	8.64	143.83	0.06	7.82	101.52	0.07	9.19	143.77	0.06	0.06	0.0633333333333	-0.00333333333333	1.0	1.0	N
ENSMUST00000168382.1|ENSMUSG00000057561.10|chr18|+	2145.9	46608549	chr18:46608348-46609171	189.56	0.00	1.00	182.50	0.00	1.00	168.67	0.00	1.00	169.29	0.00	1.00	187.70	0.00	1.00	167.12	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000019064.8|ENSMUSG00000018920.11|chr11|-	22.3	70455176	chr11:70453983-70455444	6.05	34.95	0.15	9.25	23.22	0.28	7.84	40.02	0.16	5.39	28.56	0.16	7.33	27.76	0.21	3.09	27.80	0.10	0.196666666667	0.156666666667	0.04	1.0	1.0	N
ENSMUST00000026475.14|ENSMUSG00000025408.15|chr10|+	4123.4	127296081	chr10:127295723-127296221	97.53	74.92	0.57	159.10	144.77	0.52	87.34	77.26	0.53	88.43	80.25	0.52	89.87	86.25	0.51	116.47	38.29	0.75	0.54	0.593333333333	-0.0533333333333	0.347485913951019	1.0	N
ENSMUST00000161515.7|ENSMUSG00000003135.15|chr1|+	1248.4	39545270	chr1:39545069-39546889	54.69	0.00	1.00	69.59	0.00	1.00	57.31	0.00	1.00	118.42	0.00	1.00	121.05	0.00	1.00	110.24	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000123225.1|ENSMUSG00000051344.13|chr1|-	461.0	64938338	chr1:64938021-64938539	89.36	0.00	1.00	87.31	0.00	1.00	91.76	0.00	1.00	96.74	0.00	1.00	71.82	0.00	1.00	66.04	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000113587.7|ENSMUSG00000026207.16|chr1|+	1341.0	75403978	chr1:75403777-75404562	147.79	0.00	1.00	96.14	0.00	1.00	126.54	0.00	1.00	140.68	0.00	1.00	163.44	0.00	1.00	117.32	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000048263.13|ENSMUSG00000041408.18|chr14|+	911.0	34745826	chr14:34745625-34747983	189.94	0.00	1.00	180.91	42.21	0.81	145.30	64.72	0.69	159.21	8.50	0.95	139.81	39.05	0.78	146.00	46.08	0.76	0.833333333333	0.83	0.00333333333333	1.0	1.0	N
ENSMUST00000094934.10|ENSMUSG00000070880.10|chr2|+	21956.9	70600824	chr2:70600623-70602014	627.83	0.00	1.00	667.86	0.00	1.00	625.80	0.00	1.00	563.02	0.00	1.00	610.34	0.00	1.00	672.20	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000097454.2|ENSMUSG00000073486.2|chr1|+	30.0	179803638	chr1:179803376-179804676	0.75	39.98	0.02	0.89	33.32	0.03	0.60	33.48	0.02	NA	NA	NA	0.56	34.63	0.02	0.81	31.65	0.03	0.0233333333333	0.025	-0.00166666666667	1.0	1.0	N
ENSMUST00000156382.7|ENSMUSG00000074797.11|chr2|+	6689.6	130675830	chr2:130675629-130676015	0.64	123.75	0.01	2.29	146.99	0.02	1.51	113.47	0.01	1.46	73.86	0.02	2.74	100.96	0.03	0.77	144.41	0.01	0.0133333333333	0.02	-0.00666666666667	1.0	1.0	N
ENSMUST00000081542.5|ENSMUSG00000060882.5|chr6|+	10559.0	21727366	chr6:21727165-21729805	348.82	0.00	1.00	374.14	0.00	1.00	338.01	0.00	1.00	325.37	0.00	1.00	344.45	0.00	1.00	299.62	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000002837.10|ENSMUSG00000063406.11|chr5|-	1210.4	108124558	chr5:108121627-108124759	75.98	0.00	1.00	83.03	0.00	1.00	70.82	0.00	1.00	70.38	0.00	1.00	61.66	0.00	1.00	63.39	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000022303.14|ENSMUSG00000021779.17|chr14|+	68.0	18033766	chr14:18033425-18036559	NA	NA	NA	22.65	12.35	0.65	24.18	20.38	0.54	NA	NA	NA	NA	NA	NA	23.28	10.62	0.69	0.595	0.69	-0.095	0.4609814542225426	1.0	N
ENSMUST00000034928.11|ENSMUSG00000032366.15|chr9|-	7311.4	67023240	chr9:67022593-67023441	312.22	0.00	1.00	342.63	0.00	1.00	313.93	0.00	1.00	294.99	0.00	1.00	295.31	0.00	1.00	343.93	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
